Chr	Start	End	Target	Score	IM_PET
chr3R	15649032	15651032	CG14856	0.962	0
chr3R	15649032	15651032	FBgn0263040	0.984	0
chr3R	15649032	15651032	FBgn0259917	0.971	0
chr3R	15649301	15651301	CG14856	0.958	0
chr3R	15649301	15651301	FBgn0259917	0.971	0
chr3R	15649301	15651301	CG10340	0.958	0
chr3R	15665567	15667567	eff	0.976	0
chr3R	15665567	15667567	FBgn0259917	0.974	0
chr3R	15665567	15667567	nonA-l	0.959	0
chr3R	15666107	15668107	eff	0.976	0
chr3R	15666107	15668107	pxb	0.974	0
chr3R	15666107	15668107	FBgn0259917	0.974	0
chr3R	15666128	15668128	eff	0.976	0
chr3R	15666128	15668128	pxb	0.961	0
chr3R	15666128	15668128	FBgn0259917	0.974	0
chr3R	15786205	15788205	CG6974	0.979	0
chr3R	15786205	15788205	CG42788	0.971	0
chr3R	15786205	15788205	FBgn0266734	0.97	0
chr3R	15802424	15804424	CG6974	0.968	0
chr3R	15802424	15804424	CG42788	0.968	0
chr3R	15802424	15804424	CG6912	0.977	0
chr3R	15802736	15804736	CG6974	0.968	0
chr3R	15802736	15804736	CG42788	0.968	0
chr3R	15802736	15804736	CG6912	0.977	0
chr3R	15803729	15805729	CG6974	0.968	0
chr3R	15803729	15805729	CG42788	0.968	0
chr3R	15803729	15805729	CG6912	0.977	0
chr3R	15803901	15805901	CG6974	0.968	0
chr3R	15803901	15805901	CG42788	0.968	0
chr3R	15803901	15805901	CG6912	0.977	0
chr3R	15835729	15837729	CG42788	0.948	0
chr3R	15835729	15837729	CG6912	0.981	0
chr3R	15835729	15837729	cv-d	0.992	0
chr3R	15835927	15837927	CG6912	0.981	0
chr3R	15835927	15837927	alpha-Man-IIb	0.973	0
chr3R	15835927	15837927	cv-d	0.981	0
chr3R	15836095	15838095	CG6912	0.981	0
chr3R	15836095	15838095	alpha-Man-IIb	0.974	0
chr3R	15836095	15838095	cv-d	0.983	0
chr3R	15856445	15858445	CG6912	0.97	0
chr3R	15856445	15858445	CG4546	0.966	0
chr3R	15856445	15858445	CG14891	0.96	0
chr3R	15920392	15922392	CG6974	0.966	0
chr3R	15920392	15922392	CG10340	0.97	0
chr3R	15920392	15922392	nonA-l	0.964	0
chr3R	15921141	15923141	CG6974	0.966	0
chr3R	15921141	15923141	CG34276	0.965	0
chr3R	15921141	15923141	CG10340	0.97	0
chr3R	15921542	15923542	CG6974	0.966	0
chr3R	15921542	15923542	CG10340	0.97	0
chr3R	15921542	15923542	nonA-l	0.964	0
chr3R	15934454	15936454	Fbxl7	0.984	0
chr3R	15934454	15936454	CG10340	0.968	0
chr3R	15934454	15936454	nonA-l	0.972	0
chr3R	15963614	15965614	CG6912	0.958	0
chr3R	15963614	15965614	nonA-l	0.972	0
chr3R	15963614	15965614	Abd-B	0.966	0
chr3R	15964639	15966639	CG6912	0.958	0
chr3R	15964639	15966639	nonA-l	0.972	0
chr3R	15964639	15966639	Abd-B	0.966	0
chr3R	16031795	16033795	Surf4	0.971	0
chr3R	16031795	16033795	CG31301	0.98	0
chr3R	16031795	16033795	CG42726	0.98	0
chr3R	16032197	16034197	Surf4	0.971	0
chr3R	16032197	16034197	CG31301	0.98	0
chr3R	16032197	16034197	CG42726	0.98	0
chr3R	16032331	16034331	Surf4	0.971	0
chr3R	16032331	16034331	CG31301	0.98	0
chr3R	16032331	16034331	CG42726	0.98	0
chr3R	16049802	16051802	CG31301	0.978	0
chr3R	16049802	16051802	CG42726	0.98	0
chr3R	16049802	16051802	Rbp	0.972	0
chr3R	16050208	16052208	CG31301	0.978	0
chr3R	16050208	16052208	CG42726	0.979	0
chr3R	16050208	16052208	CG10264	0.988	0
chr3R	16050555	16052555	CG31301	0.977	0
chr3R	16050555	16052555	CG42726	0.979	0
chr3R	16050555	16052555	Rbp	0.972	0
chr3R	16070712	16072712	CG6912	0.974	0
chr3R	16070712	16072712	CG42726	0.967	0
chr3R	16070712	16072712	Rbp	0.974	0
chr3R	16071131	16073131	CG6912	0.974	0
chr3R	16071131	16073131	Rbp	0.974	0
chr3R	16071131	16073131	Mhcl	0.991	0
chr3R	16071379	16073379	CG6912	0.974	0
chr3R	16071379	16073379	Rbp	0.974	0
chr3R	16071379	16073379	Mhcl	0.997	0
chr3R	16072318	16074318	CG6912	0.974	0
chr3R	16072318	16074318	Rbp	0.974	0
chr3R	16072318	16074318	FBgn0024222	0.974	0
chr3R	16072318	16074318	Mhcl	0.986	0
chr3R	16098072	16100072	CG6912	0.965	0
chr3R	16098072	16100072	Rbp	0.961	0
chr3R	16098072	16100072	Atx2	0.968	0
chr3R	16099241	16101241	CG6912	0.965	0
chr3R	16099241	16101241	Rbp	0.96	0
chr3R	16099241	16101241	Atx2	0.968	0
chr3R	16099670	16101670	CG6912	0.965	0
chr3R	16099670	16101670	Rbp	0.96	0
chr3R	16099670	16101670	Atx2	0.968	0
chr3R	16145921	16147921	Mau2	0.96	0
chr3R	16145921	16147921	Act88F	0.966	0
chr3R	16145921	16147921	Irc	0.96	0
chr3R	16146410	16148410	Mau2	0.96	0
chr3R	16146410	16148410	Act88F	0.966	0
chr3R	16146410	16148410	Irc	0.96	0
chr3R	16185918	16187918	CG44014	0.975	0
chr3R	16185918	16187918	FBgn0038405	0.996	0
chr3R	16185918	16187918	FBgn0051269	0.975	0
chr3R	16203798	16205798	CG44014	0.977	0
chr3R	16203798	16205798	FBgn0038405	0.975	0
chr3R	16203798	16205798	Abd-B	0.969	0
chr3R	16203798	16205798	FBgn0038485	0.969	0
chr3R	16203861	16205861	CG44014	0.977	0
chr3R	16203861	16205861	Abd-B	0.969	0
chr3R	16203861	16205861	FBgn0038485	0.969	0
chr3R	16203869	16205869	CG44014	0.977	0
chr3R	16203869	16205869	Abd-B	0.969	0
chr3R	16203869	16205869	FBgn0038485	0.969	0
chr3R	16254879	16256879	FBgn0004117	0.959	0
chr3R	16254879	16256879	Abd-B	0.979	0
chr3R	16254879	16256879	FBgn0051262	0.966	0
chr3R	16255276	16257276	Abd-B	0.979	0
chr3R	16255276	16257276	FBgn0038458	0.957	0
chr3R	16255276	16257276	FBgn0051262	0.966	0
chr3R	16263047	16265047	Abd-B	0.978	0
chr3R	16263047	16265047	FBgn0038458	0.961	0
chr3R	16263047	16265047	FBgn0051262	0.964	0
chr3R	16279922	16281922	CG31301	0.973	0
chr3R	16279922	16281922	CG42726	0.973	0
chr3R	16279922	16281922	FBgn0051262	0.975	0
chr3R	16280302	16282302	CG31301	0.973	0
chr3R	16280302	16282302	CG42726	0.973	0
chr3R	16280302	16282302	FBgn0051262	0.975	0
chr3R	16281101	16283101	CG31301	0.973	0
chr3R	16281101	16283101	CG42726	0.973	0
chr3R	16281101	16283101	FBgn0051262	0.975	0
chr3R	16336592	16338592	pxb	0.978	0
chr3R	16336592	16338592	FBgn0038416	0.991	0
chr3R	16336592	16338592	Irc	0.976	0
chr3R	16337450	16339450	pxb	0.977	0
chr3R	16337450	16339450	FBgn0038416	0.975	0
chr3R	16337450	16339450	Irc	0.976	0
chr3R	16348403	16350403	pxb	0.979	0
chr3R	16348403	16350403	ss	0.985	0
chr3R	16348403	16350403	FBgn0051418	0.969	0
chr3R	16348846	16350846	CG44014	0.964	0
chr3R	16348846	16350846	pxb	0.979	0
chr3R	16348846	16350846	FBgn0051418	0.969	0
chr3R	16357759	16359759	CG44014	0.964	0
chr3R	16357759	16359759	pxb	0.981	0
chr3R	16357759	16359759	FBgn0051262	0.962	0
chr3R	16432007	16434007	FBgn0038345	0.962	0
chr3R	16432007	16434007	FBgn0038486	0.979	0
chr3R	16432007	16434007	m-cup	0.974	0
chr3R	16432376	16434376	FBgn0038345	0.962	0
chr3R	16432376	16434376	FBgn0038486	0.979	0
chr3R	16432376	16434376	m-cup	0.974	0
chr3R	16435541	16437541	CG31279	0.99	0
chr3R	16435541	16437541	FBgn0038486	0.982	0
chr3R	16435541	16437541	m-cup	0.981	0
chr3R	16440631	16442631	mRpS33	0.972	0
chr3R	16440631	16442631	FBgn0038486	0.982	0
chr3R	16440631	16442631	m-cup	0.982	0
chr3R	16572388	16574388	FBgn0038381	0.965	0
chr3R	16572388	16574388	FBgn0265199	0.972	0
chr3R	16572388	16574388	FBgn0051418	0.968	0
chr3R	16572560	16574560	FBgn0038381	0.965	0
chr3R	16572560	16574560	FBgn0265199	0.972	0
chr3R	16572560	16574560	FBgn0051418	0.968	0
chr3R	16572769	16574769	FBgn0038381	0.965	0
chr3R	16572769	16574769	FBgn0265199	0.972	0
chr3R	16572769	16574769	FBgn0051418	0.971	0
chr3R	16624688	16626688	pxb	0.963	0
chr3R	16624688	16626688	Arl6IP1	0.965	0
chr3R	16624688	16626688	FBgn0051418	0.963	0
chr3R	16628715	16630715	pxb	0.963	0
chr3R	16628715	16630715	FBgn0038381	0.959	0
chr3R	16628715	16630715	Fas1	0.975	0
chr3R	16629186	16631186	pxb	0.965	0
chr3R	16629186	16631186	FBgn0038381	0.959	0
chr3R	16629186	16631186	FBgn0038450	0.955	0
chr3R	16639294	16641294	pxb	0.966	0
chr3R	16639294	16641294	Ubx	0.967	0
chr3R	16639294	16641294	Brf	0.956	0
chr3R	16639630	16641630	pxb	0.966	0
chr3R	16639630	16641630	Ubx	0.973	0
chr3R	16639630	16641630	Brf	0.956	0
chr3R	16683514	16685514	CG31183	0.955	0
chr3R	16683514	16685514	GATAe	0.968	0
chr3R	16683514	16685514	Brf	0.98	0
chr3R	16684000	16686000	GATAe	0.968	0
chr3R	16684000	16686000	Ubx	0.964	0
chr3R	16684000	16686000	Brf	0.98	0
chr3R	16684663	16686663	CG31183	0.955	0
chr3R	16684663	16686663	GATAe	0.968	0
chr3R	16684663	16686663	Brf	0.98	0
chr3R	16687167	16689167	CG31183	0.954	0
chr3R	16687167	16689167	GATAe	0.969	0
chr3R	16687167	16689167	Brf	0.98	0
chr3R	16687325	16689325	CG31183	0.954	0
chr3R	16687325	16689325	GATAe	0.969	0
chr3R	16687325	16689325	Brf	0.98	0
chr3R	16698659	16700659	CG31183	0.962	0
chr3R	16698659	16700659	GATAe	0.971	0
chr3R	16698659	16700659	CG10407	0.962	0
chr3R	16698659	16700659	Brf	0.978	0
chr3R	16698659	16700659	Mps1	0.962	0
chr3R	16699076	16701076	CG31183	0.962	0
chr3R	16699076	16701076	GATAe	0.971	0
chr3R	16699076	16701076	CG10407	0.962	0
chr3R	16699076	16701076	Brf	0.978	0
chr3R	16699076	16701076	Mps1	0.962	0
chr3R	16699453	16701453	CG31183	0.962	0
chr3R	16699453	16701453	GATAe	0.971	0
chr3R	16699453	16701453	CG10407	0.962	0
chr3R	16699453	16701453	Brf	0.978	0
chr3R	16699453	16701453	Mps1	0.962	0
chr3R	16701544	16703544	GATAe	0.971	0
chr3R	16701544	16703544	CG10407	0.971	0
chr3R	16701544	16703544	Brf	0.977	0
chr3R	16702865	16704865	GATAe	0.971	0
chr3R	16702865	16704865	CG10407	0.971	0
chr3R	16702865	16704865	Brf	0.977	0
chr3R	16703123	16705123	GATAe	0.971	0
chr3R	16703123	16705123	CG10407	0.971	0
chr3R	16703123	16705123	Brf	0.977	0
chr3R	16703402	16705402	GATAe	0.971	0
chr3R	16703402	16705402	CG10407	0.971	0
chr3R	16703402	16705402	Brf	0.976	0
chr3R	16769762	16771762	FBgn0038381	0.957	0
chr3R	16769762	16771762	CG10407	0.967	0
chr3R	16769762	16771762	Mhcl	0.98	0
chr3R	16770248	16772248	FBgn0038381	0.957	0
chr3R	16770248	16772248	CG10407	0.967	0
chr3R	16770248	16772248	Mhcl	0.98	0
chr3R	16773496	16775496	FBgn0038381	0.944	0
chr3R	16773496	16775496	CG10407	0.967	0
chr3R	16773496	16775496	Mhcl	0.977	0
chr3R	16773935	16775935	FBgn0038381	0.944	0
chr3R	16773935	16775935	CG10407	0.963	0
chr3R	16773935	16775935	Mhcl	0.977	0
chr3R	16775023	16777023	FBgn0038381	0.944	0
chr3R	16775023	16777023	CG10407	0.963	0
chr3R	16775023	16777023	Mhcl	0.977	0
chr3R	16775115	16777115	FBgn0038381	0.944	0
chr3R	16775115	16777115	CG10407	0.963	0
chr3R	16775115	16777115	Mhcl	0.977	0
chr3R	16775580	16777580	FBgn0038381	0.944	0
chr3R	16775580	16777580	CG10407	0.961	0
chr3R	16775580	16777580	Mhcl	0.977	0
chr3R	16791543	16793543	CG31183	0.969	0
chr3R	16791543	16793543	Mhcl	0.967	0
chr3R	16791543	16793543	FBgn0015230	0.962	0
chr3R	16791822	16793822	CG31183	0.969	0
chr3R	16791822	16793822	Mhcl	0.967	0
chr3R	16791822	16793822	P5cr-2	0.941	0
chr3R	16793072	16795072	CG31183	0.969	0
chr3R	16793072	16795072	Mhcl	0.966	0
chr3R	16793072	16795072	P5cr-2	0.942	0
chr3R	16793256	16795256	CG31183	0.969	0
chr3R	16793256	16795256	Mhcl	0.966	0
chr3R	16793256	16795256	P5cr-2	0.942	0
chr3R	16809525	16811525	Rbf2	0.966	0
chr3R	16809525	16811525	mor	0.969	0
chr3R	16809525	16811525	Akt1	0.977	0
chr3R	16821589	16823589	Rbf2	0.962	0
chr3R	16821589	16823589	mor	0.965	0
chr3R	16821589	16823589	Akt1	0.969	0
chr3R	16821983	16823983	Rbf2	0.962	0
chr3R	16821983	16823983	mor	0.965	0
chr3R	16821983	16823983	Akt1	0.969	0
chr3R	16847583	16849583	FBgn0027109	0.953	0
chr3R	16847583	16849583	Odj	0.965	0
chr3R	16847583	16849583	CG18012	0.965	0
chr3R	16863164	16865164	Odj	0.967	0
chr3R	16863164	16865164	CG18012	0.963	0
chr3R	16863164	16865164	tinc	0.951	0
chr3R	16863600	16865600	Odj	0.972	0
chr3R	16863600	16865600	CG18012	0.963	0
chr3R	16863600	16865600	tinc	0.951	0
chr3R	16864326	16866326	Odj	0.972	0
chr3R	16864326	16866326	CG18012	0.963	0
chr3R	16864326	16866326	tinc	0.951	0
chr3R	16864788	16866788	Odj	0.972	0
chr3R	16864788	16866788	CG18012	0.963	0
chr3R	16864788	16866788	tinc	0.951	0
chr3R	16865092	16867092	Odj	0.972	0
chr3R	16865092	16867092	CG18012	0.967	0
chr3R	16865092	16867092	tinc	0.951	0
chr3R	16891563	16893563	CG10407	0.965	0
chr3R	16891563	16893563	Mhcl	0.958	0
chr3R	16891563	16893563	CG8907	0.985	0
chr3R	16891688	16893688	CG10407	0.965	0
chr3R	16891688	16893688	Mhcl	0.958	0
chr3R	16891688	16893688	CG8907	0.985	0
chr3R	16891768	16893768	CG10407	0.965	0
chr3R	16891768	16893768	Mhcl	0.958	0
chr3R	16891768	16893768	CG8907	0.983	0
chr3R	16891897	16893897	CG10407	0.965	0
chr3R	16891897	16893897	Mhcl	0.958	0
chr3R	16891897	16893897	CG8907	0.984	0
chr3R	16995422	16997422	CG31274	0.982	0
chr3R	16995422	16997422	CG8907	0.987	0
chr3R	16995422	16997422	Mps1	0.975	0
chr3R	16995771	16997771	gish	0.971	0
chr3R	16995771	16997771	CG31274	0.989	0
chr3R	16995771	16997771	Mps1	0.975	0
chr3R	17000962	17002962	Mhcl	0.973	0
chr3R	17000962	17002962	gish	0.968	0
chr3R	17000962	17002962	Mps1	0.973	0
chr3R	17001324	17003324	Mhcl	0.973	0
chr3R	17001324	17003324	gish	0.968	0
chr3R	17001324	17003324	Mps1	0.973	0
chr3R	17019807	17021807	Mhcl	0.963	0
chr3R	17019807	17021807	FBgn0259917	0.964	0
chr3R	17019807	17021807	CG8907	0.981	0
chr3R	17020079	17022079	Mhcl	0.963	0
chr3R	17020079	17022079	FBgn0259917	0.964	0
chr3R	17020079	17022079	CG8907	0.989	0
chr3R	17039795	17041795	Mhcl	0.966	0
chr3R	17039795	17041795	FBgn0259917	0.972	0
chr3R	17039795	17041795	CG17556	0.961	0
chr3R	17041652	17043652	Mhcl	0.962	0
chr3R	17041652	17043652	FBgn0259917	0.974	0
chr3R	17041652	17043652	Rim	0.96	0
chr3R	17043128	17045128	Mhcl	0.962	0
chr3R	17043128	17045128	FBgn0259917	0.974	0
chr3R	17043128	17045128	Rim	0.959	0
chr3R	17053269	17055269	FBgn0259917	0.974	0
chr3R	17053269	17055269	Dad	0.996	0
chr3R	17053269	17055269	Rim	0.958	0
chr3R	17059577	17061577	Mhcl	0.95	0
chr3R	17059577	17061577	FBgn0259917	0.974	0
chr3R	17059577	17061577	Rim	0.949	0
chr3R	17059594	17061594	Mhcl	0.95	0
chr3R	17059594	17061594	FBgn0259917	0.974	0
chr3R	17059594	17061594	Rim	0.949	0
chr3R	17060611	17062611	FBgn0259917	0.974	0
chr3R	17060611	17062611	Dad	0.994	0
chr3R	17060611	17062611	CG17802	0.956	0
chr3R	17061644	17063644	FBgn0259917	0.973	0
chr3R	17061644	17063644	Dad	0.991	0
chr3R	17061644	17063644	CG17802	0.957	0
chr3R	17061895	17063895	FBgn0259917	0.973	0
chr3R	17061895	17063895	Dad	0.97	0
chr3R	17061895	17063895	CG17802	0.957	0
chr3R	17071727	17073727	gish	0.926	0
chr3R	17071727	17073727	FBgn0259917	0.964	0
chr3R	17071727	17073727	CG17802	0.962	0
chr3R	17071727	17073727	Rim	0.926	0
chr3R	17071923	17073923	gish	0.926	0
chr3R	17071923	17073923	FBgn0259917	0.964	0
chr3R	17071923	17073923	CG17802	0.962	0
chr3R	17071923	17073923	Rim	0.926	0
chr3R	17072315	17074315	gish	0.926	0
chr3R	17072315	17074315	FBgn0259917	0.964	0
chr3R	17072315	17074315	CG17802	0.962	0
chr3R	17072315	17074315	Rim	0.926	0
chr3R	17084547	17086547	gish	0.941	0
chr3R	17084547	17086547	FBgn0259917	0.96	0
chr3R	17084547	17086547	CG17802	0.97	0
chr3R	17084561	17086561	gish	0.941	0
chr3R	17084561	17086561	FBgn0259917	0.96	0
chr3R	17084561	17086561	CG17802	0.97	0
chr3R	17084782	17086782	FBgn0259917	0.96	0
chr3R	17084782	17086782	Dad	0.953	0
chr3R	17084782	17086782	CG17802	0.97	0
chr3R	17085157	17087157	gish	0.941	0
chr3R	17085157	17087157	FBgn0259917	0.96	0
chr3R	17085157	17087157	CG17802	0.97	0
chr3R	17087072	17089072	gish	0.949	0
chr3R	17087072	17089072	FBgn0259917	0.96	0
chr3R	17087072	17089072	CG17802	0.97	0
chr3R	17087729	17089729	gish	0.949	0
chr3R	17087729	17089729	FBgn0259917	0.96	0
chr3R	17087729	17089729	CG17802	0.97	0
chr3R	17087737	17089737	gish	0.949	0
chr3R	17087737	17089737	FBgn0259917	0.96	0
chr3R	17087737	17089737	CG17802	0.97	0
chr3R	17087858	17089858	gish	0.949	0
chr3R	17087858	17089858	FBgn0259917	0.96	0
chr3R	17087858	17089858	CG17802	0.97	0
chr3R	17149239	17151239	FBgn0038482	0.971	0
chr3R	17149239	17151239	CG17802	0.961	0
chr3R	17149239	17151239	Rim	0.968	0
chr3R	17384940	17386940	sds22	0.994	0
chr3R	17384940	17386940	FBgn0038506	0.962	0
chr3R	17384940	17386940	Rpb4	0.952	0
chr3R	17389839	17391839	FBgn0085309	0.977	0
chr3R	17389839	17391839	FBgn0038506	0.961	0
chr3R	17389839	17391839	Rpb4	0.965	0
chr3R	17389943	17391943	FBgn0085309	0.994	0
chr3R	17389943	17391943	FBgn0038506	0.967	0
chr3R	17389943	17391943	Rpb4	0.965	0
chr3R	17390259	17392259	CG14891	0.954	0
chr3R	17390259	17392259	Rpb4	0.965	0
chr3R	17390259	17392259	Ada2a	0.948	0
chr3R	17392669	17394669	FBgn0085309	0.999	0
chr3R	17392669	17394669	FBgn0038510	0.963	0
chr3R	17392669	17394669	Rpb4	0.965	0
chr3R	17393112	17395112	CG14891	0.954	0
chr3R	17393112	17395112	Rpb4	0.965	0
chr3R	17393112	17395112	Tgs1	0.958	0
chr3R	17393727	17395727	CG14891	0.956	0
chr3R	17393727	17395727	Rpb4	0.965	0
chr3R	17393727	17395727	Tgs1	0.958	0
chr3R	17393868	17395868	CG14891	0.956	0
chr3R	17393868	17395868	Rpb4	0.965	0
chr3R	17393868	17395868	Tgs1	0.958	0
chr3R	17399564	17401564	FBgn0262005	0.987	0
chr3R	17399564	17401564	Rpb4	0.965	0
chr3R	17399564	17401564	Tgs1	0.958	0
chr3R	17533043	17535043	CG14313	0.957	0
chr3R	17533043	17535043	14-3-3epsilon	0.979	0
chr3R	17533043	17535043	CG18598	0.972	0
chr3R	17533558	17535558	Ssdp	0.953	0
chr3R	17533558	17535558	14-3-3epsilon	0.979	0
chr3R	17533558	17535558	CG18598	0.972	0
chr3R	17538755	17540755	P5cr-2	0.986	0
chr3R	17538755	17540755	Rpb4	0.974	0
chr3R	17538755	17540755	CG18599	0.964	0
chr3R	17539783	17541783	l(3)07882	0.995	0
chr3R	17539783	17541783	Rpb4	0.974	0
chr3R	17539783	17541783	CG18599	0.968	0
chr3R	17605128	17607128	Abd-B	0.98	0
chr3R	17605128	17607128	CG18599	0.978	0
chr3R	17605128	17607128	FBgn0038602	0.966	0
chr3R	17605453	17607453	Abd-B	0.98	0
chr3R	17605453	17607453	CG18599	0.977	0
chr3R	17605453	17607453	FBgn0038602	0.966	0
chr3R	17683483	17685483	CG3534	0.968	0
chr3R	17683483	17685483	Irc	0.978	0
chr3R	17683483	17685483	Vha100-2	0.967	0
chr3R	17684139	17686139	CG3534	0.968	0
chr3R	17684139	17686139	Irc	0.978	0
chr3R	17684139	17686139	Vha100-2	0.967	0
chr3R	17684303	17686303	CG3534	0.968	0
chr3R	17684303	17686303	Irc	0.978	0
chr3R	17684303	17686303	Vha100-2	0.967	0
chr3R	17684512	17686512	CG3534	0.968	0
chr3R	17684512	17686512	Irc	0.978	0
chr3R	17684512	17686512	Vha100-2	0.967	0
chr3R	17796667	17798667	Keap1	0.967	0
chr3R	17796667	17798667	FBgn0038486	0.972	0
chr3R	17796667	17798667	m-cup	0.964	0
chr3R	17797095	17799095	Keap1	0.967	0
chr3R	17797095	17799095	FBgn0038486	0.972	0
chr3R	17797095	17799095	m-cup	0.964	0
chr3R	17797366	17799366	Keap1	0.967	0
chr3R	17797366	17799366	FBgn0038486	0.972	0
chr3R	17797366	17799366	m-cup	0.964	0
chr3R	17803749	17805749	FBgn0038486	0.979	0
chr3R	17803749	17805749	m-cup	0.973	0
chr3R	17803749	17805749	CG7718	0.973	0
chr3R	17804201	17806201	FBgn0038486	0.978	0
chr3R	17804201	17806201	m-cup	0.973	0
chr3R	17804201	17806201	CG7718	0.973	0
chr3R	17808440	17810440	FBgn0038486	0.978	0
chr3R	17808440	17810440	m-cup	0.979	0
chr3R	17808440	17810440	CG7718	0.973	0
chr3R	17808807	17810807	FBgn0038486	0.978	0
chr3R	17808807	17810807	m-cup	0.979	0
chr3R	17808807	17810807	CG7718	0.973	0
chr3R	17809733	17811733	FBgn0038486	0.979	0
chr3R	17809733	17811733	m-cup	0.979	0
chr3R	17809733	17811733	CG7718	0.973	0
chr3R	17810681	17812681	FBgn0038486	0.979	0
chr3R	17810681	17812681	m-cup	0.98	0
chr3R	17810681	17812681	CG7718	0.974	0
chr3R	17810709	17812709	FBgn0038486	0.979	0
chr3R	17810709	17812709	m-cup	0.98	0
chr3R	17810709	17812709	CG7718	0.974	0
chr3R	17811270	17813270	FBgn0038486	0.979	0
chr3R	17811270	17813270	m-cup	0.98	0
chr3R	17811270	17813270	Odj	0.967	0
chr3R	17811270	17813270	Cpsf73	0.967	0
chr3R	17825663	17827663	FBgn0038486	0.982	0
chr3R	17825663	17827663	m-cup	0.982	0
chr3R	17825663	17827663	Cpsf73	0.961	0
chr3R	17826203	17828203	FBgn0038486	0.982	0
chr3R	17826203	17828203	m-cup	0.982	0
chr3R	17826203	17828203	Cpsf73	0.961	0
chr3R	17827064	17829064	FBgn0038486	0.982	0
chr3R	17827064	17829064	m-cup	0.982	0
chr3R	17827064	17829064	Cpsf73	0.961	0
chr3R	18020564	18022564	cher	0.96	0
chr3R	18020564	18022564	ChAT	0.981	0
chr3R	18020564	18022564	Epg5	0.967	0
chr3R	18049484	18051484	FBgn0051269	0.962	0
chr3R	18049484	18051484	Brf	0.978	0
chr3R	18049484	18051484	ChAT	0.962	0
chr3R	18049484	18051484	Epg5	0.981	0
chr3R	18050122	18052122	FBgn0051269	0.962	0
chr3R	18050122	18052122	Brf	0.978	0
chr3R	18050122	18052122	ChAT	0.962	0
chr3R	18050122	18052122	Epg5	0.981	0
chr3R	18050505	18052505	FBgn0051269	0.962	0
chr3R	18050505	18052505	Brf	0.978	0
chr3R	18050505	18052505	ChAT	0.962	0
chr3R	18050505	18052505	Epg5	0.981	0
chr3R	18050728	18052728	FBgn0051269	0.962	0
chr3R	18050728	18052728	Brf	0.978	0
chr3R	18050728	18052728	ChAT	0.962	0
chr3R	18050728	18052728	Epg5	0.981	0
chr3R	18051951	18053951	FBgn0051269	0.962	0
chr3R	18051951	18053951	Brf	0.978	0
chr3R	18051951	18053951	ChAT	0.962	0
chr3R	18051951	18053951	Epg5	0.981	0
chr3R	18052393	18054393	FBgn0051269	0.962	0
chr3R	18052393	18054393	Brf	0.978	0
chr3R	18052393	18054393	ChAT	0.962	0
chr3R	18052393	18054393	Epg5	0.981	0
chr3R	18073718	18075718	FBgn0038485	0.969	0
chr3R	18073718	18075718	Brf	0.98	0
chr3R	18073718	18075718	Epg5	0.979	0
chr3R	18074076	18076076	FBgn0038485	0.969	0
chr3R	18074076	18076076	Brf	0.98	0
chr3R	18074076	18076076	Epg5	0.979	0
chr3R	18074299	18076299	FBgn0038485	0.969	0
chr3R	18074299	18076299	Brf	0.98	0
chr3R	18074299	18076299	Epg5	0.979	0
chr3R	18077483	18079483	FBgn0038485	0.969	0
chr3R	18077483	18079483	Brf	0.98	0
chr3R	18077483	18079483	Epg5	0.978	0
chr3R	18078042	18080042	FBgn0038485	0.969	0
chr3R	18078042	18080042	Brf	0.979	0
chr3R	18078042	18080042	Epg5	0.978	0
chr3R	18080260	18082260	FBgn0038486	0.973	0
chr3R	18080260	18082260	m-cup	0.976	0
chr3R	18080260	18082260	CG7718	0.975	0
chr3R	18080544	18082544	FBgn0038486	0.973	0
chr3R	18080544	18082544	m-cup	0.976	0
chr3R	18080544	18082544	CG7718	0.971	0
chr3R	18080807	18082807	FBgn0038486	0.973	0
chr3R	18080807	18082807	m-cup	0.976	0
chr3R	18080807	18082807	CG7718	0.971	0
chr3R	18080807	18082807	CG14285	0.971	0
chr3R	18163346	18165346	FBgn0051262	0.964	0
chr3R	18163346	18165346	FBgn0051418	0.938	0
chr3R	18163346	18165346	FBgn0038575	0.938	0
chr3R	18163346	18165346	ATPsynD	0.966	0
chr3R	18163771	18165771	FBgn0051262	0.964	0
chr3R	18163771	18165771	Arp5	0.937	0
chr3R	18163771	18165771	ATPsynD	0.966	0
chr3R	18163771	18165771	CG42359	0.937	0
chr3R	18164184	18166184	FBgn0051262	0.964	0
chr3R	18164184	18166184	Arp5	0.937	0
chr3R	18164184	18166184	ATPsynD	0.966	0
chr3R	18164184	18166184	CG42359	0.937	0
chr3R	18165032	18167032	FBgn0051262	0.964	0
chr3R	18165032	18167032	ATPsynD	0.964	0
chr3R	18165032	18167032	CG42359	0.949	0
chr3R	18182233	18184233	FBgn0051262	0.966	0
chr3R	18182233	18184233	FBgn0265199	0.96	0
chr3R	18182233	18184233	CG42359	0.962	0
chr3R	18184791	18186791	FBgn0051262	0.967	0
chr3R	18184791	18186791	FBgn0265199	0.962	0
chr3R	18184791	18186791	CG42359	0.963	0
chr3R	18184842	18186842	FBgn0051262	0.967	0
chr3R	18184842	18186842	CG7985	0.973	0
chr3R	18184842	18186842	CG42359	0.963	0
chr3R	18188615	18190615	Prx5	0.976	0
chr3R	18188615	18190615	FBgn0038575	0.986	0
chr3R	18188615	18190615	Arp5	0.997	0
